Fecha,Comprobante,Cliente,Producto,Cantidad,Importe
2023-02-03,In-01745,Sam Brown,Chicles,6,1
2023-02-03,In-01763,Riley Wilson,Bombones,9,27
2023-02-04,In-00002,Sam Williams,Chocolate,10,25
2023-02-04,In-00633,Casey Johnson,Chocolate,4,10
2023-02-04,In-00677,Jamie Smith,Chicles,9,2
2023-02-04,In-00731,Morgan Johnson,Galletas,16,32
2023-02-04,In-01133,Casey Brown,Gomitas,17,20
2023-02-04,In-01151,Quinn Rodriguez,Marshmallows,15,22
2023-02-04,In-01169,Jordan Wilson,Paletas,2,1
2023-02-04,In-01228,Sam Williams,Paletas,16,12
2023-02-04,In-01314,Taylor Rodriguez,Galletas,6,12
2023-02-04,In-01608,Morgan Wilson,Frutas confitadas,11,24
2023-02-04,In-01772,Casey Brown,Chocolate,12,30
2023-02-04,In-01785,Taylor Garcia,Frutas confitadas,15,33
2023-02-04,In-01937,Taylor Garcia,Chicles,1,0
2023-02-04,In-01990,Alex Williams,Marshmallows,13,19
2023-02-05,In-00053,Jamie Johnson,Paletas,5,4
2023-02-05,In-00120,Morgan Johnson,Frutas confitadas,15,33
2023-02-05,In-00239,Jordan Smith,Gomitas,3,3
2023-02-05,In-00400,Alex Williams,Chocolate,2,5
2023-02-05,In-00430,Jamie Wilson,Chocolate,13,32
2023-02-05,In-00582,Avery Miller,Marshmallows,8,12
2023-02-05,In-00587,Jordan Miller,Galletas,11,22
2023-02-05,In-00933,Casey Miller,Gomitas,4,4
2023-02-05,In-01129,Morgan Wilson,Paletas,7,5
2023-02-05,In-01130,Avery Garcia,Paletas,7,5
2023-02-05,In-01494,Sam Wilson,Galletas,7,14
2023-02-05,In-01653,Jamie Rodriguez,Chocolate,12,30
2023-02-05,In-01707,Jordan Johnson,Chocolate,1,2
2023-02-05,In-01914,Jamie Rodriguez,Turrones,9,22
2023-02-06,In-00123,Alex Miller,Marshmallows,2,3
2023-02-06,In-00390,Jordan Jones,Bombones,13,39
2023-02-06,In-00907,Sam Williams,Turrones,18,45
2023-02-06,In-00960,Morgan Brown,Chocolate,15,37
2023-02-06,In-01020,Quinn Smith,Marshmallows,13,19
2023-02-06,In-01068,Sam Smith,Marshmallows,12,18
2023-02-06,In-01095,Avery Brown,Galletas,5,10
2023-02-06,In-01301,Avery Smith,Turrones,12,30
2023-02-06,In-01306,Casey Williams,Paletas,10,8
2023-02-06,In-01625,Jamie Rodriguez,Frutas confitadas,12,26
2023-02-06,In-01678,Jamie Davis,Turrones,17,42
2023-02-06,In-01786,Jamie Wilson,Gomitas,1,1
2023-02-06,In-01989,Sam Jones,Galletas,1,2
2023-02-07,In-00013,Riley Davis,Chocolate,4,10
2023-02-07,In-00151,Taylor Smith,Bombones,16,48
2023-02-07,In-00193,Casey Smith,Chicles,11,3
2023-02-07,In-00311,Casey Williams,Galletas,12,24
2023-02-07,In-00323,Morgan Johnson,Caramelos,7,3
2023-02-07,In-00375,Avery Johnson,Galletas,16,32
2023-02-07,In-00649,Jamie Johnson,Gomitas,19,22
2023-02-07,In-00708,Taylor Miller,Bombones,13,39
2023-02-07,In-00833,Avery Brown,Gomitas,19,22
2023-02-07,In-00919,Morgan Rodriguez,Marshmallows,13,19
2023-02-07,In-00971,Casey Miller,Frutas confitadas,5,11
2023-02-07,In-01029,Quinn Smith,Turrones,19,47
2023-02-07,In-01423,Avery Johnson,Caramelos,10,5
2023-02-07,In-01445,Casey Williams,Bombones,13,39
2023-02-07,In-01448,Alex Davis,Chicles,2,0
2023-02-07,In-01655,Morgan Davis,Marshmallows,3,4
2023-02-07,In-01659,Jordan Jones,Chicles,17,5
2023-02-07,In-01749,Jamie Johnson,Chicles,12,3
2023-02-07,In-01989,Riley Williams,Paletas,16,12
2023-02-08,In-00034,Taylor Garcia,Gomitas,11,13
2023-02-08,In-00055,Jordan Johnson,Chocolate,12,30
2023-02-08,In-00179,Taylor Johnson,Galletas,17,34
2023-02-08,In-00249,Sam Williams,Marshmallows,5,7
2023-02-08,In-00271,Jordan Williams,Caramelos,2,1
2023-02-08,In-00355,Jamie Rodriguez,Bombones,13,39
2023-02-08,In-00416,Riley Johnson,Chicles,7,2
2023-02-08,In-00419,Taylor Brown,Caramelos,7,3
2023-02-08,In-00666,Quinn Brown,Paletas,13,10
2023-02-08,In-00932,Riley Brown,Chocolate,8,20
2023-02-08,In-00946,Sam Wilson,Marshmallows,5,7
2023-02-08,In-01126,Morgan Johnson,Caramelos,5,2
2023-02-08,In-01323,Riley Rodriguez,Galletas,9,18
2023-02-08,In-01384,Avery Williams,Paletas,13,10
2023-02-08,In-01586,Jordan Miller,Chocolate,3,7
2023-02-08,In-01641,Jordan Rodriguez,Frutas confitadas,2,4
2023-02-09,In-00566,Riley Wilson,Bombones,9,27
2023-02-09,In-00593,Jamie Brown,Galletas,13,26
2023-02-09,In-00771,Quinn Wilson,Chocolate,2,5
2023-02-09,In-00834,Alex Miller,Caramelos,3,1
2023-02-09,In-00966,Jamie Wilson,Frutas confitadas,2,4
2023-02-09,In-01616,Sam Jones,Galletas,1,2
2023-02-09,In-01686,Riley Davis,Bombones,19,57
2023-02-09,In-01737,Avery Williams,Caramelos,1,0
2023-02-09,In-01808,Jordan Wilson,Bombones,16,48
2023-02-10,In-00142,Alex Davis,Chicles,19,5
2023-02-10,In-00181,Casey Brown,Frutas confitadas,4,8
2023-02-10,In-00198,Morgan Williams,Turrones,5,12
2023-02-10,In-00393,Casey Wilson,Paletas,5,4
2023-02-10,In-00537,Quinn Rodriguez,Turrones,2,5
2023-02-10,In-00696,Jamie Williams,Frutas confitadas,5,11
2023-02-10,In-00719,Morgan Garcia,Turrones,13,32
2023-02-10,In-00785,Quinn Miller,Chocolate,3,7
2023-02-10,In-00859,Sam Davis,Chicles,19,5
2023-02-10,In-01220,Riley Jones,Galletas,19,38
2023-02-10,In-01297,Taylor Miller,Bombones,14,42
2023-02-10,In-01354,Alex Miller,Galletas,5,10
2023-02-10,In-01539,Morgan Miller,Paletas,18,14
2023-02-10,In-01563,Morgan Johnson,Caramelos,4,2
2023-02-10,In-01699,Taylor Smith,Frutas confitadas,2,4
2023-02-10,In-01845,Casey Miller,Bombones,9,27
2023-02-10,In-01937,Alex Johnson,Turrones,5,12
2023-02-11,In-00131,Casey Williams,Marshmallows,15,22
2023-02-11,In-00219,Morgan Miller,Paletas,3,2
2023-02-11,In-00270,Morgan Davis,Paletas,19,15
2023-02-11,In-00321,Quinn Wilson,Chocolate,3,7
2023-02-11,In-00348,Casey Jones,Paletas,5,4
2023-02-11,In-00365,Sam Williams,Galletas,5,10
2023-02-11,In-00404,Avery Wilson,Chicles,7,2
2023-02-11,In-00736,Jamie Williams,Paletas,8,6
2023-02-11,In-00770,Sam Davis,Caramelos,4,2
2023-02-11,In-00807,Sam Jones,Chicles,19,5
2023-02-11,In-00960,Sam Wilson,Caramelos,4,2
2023-02-11,In-01118,Taylor Smith,Frutas confitadas,18,39
2023-02-11,In-01208,Alex Wilson,Bombones,17,51
2023-02-11,In-01409,Taylor Smith,Galletas,2,4
2023-02-11,In-01495,Jordan Brown,Caramelos,12,6
2023-02-11,In-01504,Jamie Davis,Chicles,9,2
2023-02-11,In-01757,Jamie Jones,Turrones,2,5
2023-02-11,In-01889,Morgan Jones,Paletas,13,10
2023-02-12,In-00037,Taylor Rodriguez,Marshmallows,9,13
2023-02-12,In-00168,Jordan Garcia,Bombones,3,9
2023-02-12,In-00172,Casey Wilson,Galletas,6,12
2023-02-12,In-00571,Avery Brown,Marshmallows,19,28
2023-02-12,In-00627,Sam Davis,Gomitas,18,21
2023-02-12,In-00670,Avery Davis,Galletas,16,32
2023-02-12,In-00795,Casey Williams,Paletas,14,11
2023-02-12,In-00877,Jordan Jones,Chocolate,11,27
2023-02-12,In-00878,Alex Garcia,Paletas,5,4
2023-02-12,In-00940,Casey Davis,Galletas,3,6
2023-02-12,In-01042,Riley Johnson,Frutas confitadas,10,22
2023-02-12,In-01088,Casey Williams,Marshmallows,15,22
2023-02-12,In-01291,Quinn Rodriguez,Frutas confitadas,3,6
2023-02-12,In-01353,Casey Brown,Frutas confitadas,9,19
2023-02-12,In-01385,Sam Williams,Chicles,12,3
2023-02-12,In-01568,Jamie Williams,Caramelos,16,8
2023-02-12,In-01572,Sam Rodriguez,Bombones,1,3
2023-02-12,In-01609,Taylor Brown,Galletas,18,36
2023-02-12,In-01682,Jamie Wilson,Gomitas,19,22
2023-02-12,In-01735,Riley Garcia,Paletas,9,7
2023-02-12,In-01831,Avery Brown,Paletas,17,13
2023-02-12,In-01840,Jamie Wilson,Frutas confitadas,1,2
2023-02-12,In-01906,Alex Davis,Chicles,3,0
2023-02-12,In-01911,Sam Rodriguez,Paletas,11,8
2023-02-13,In-00110,Jamie Johnson,Galletas,2,4
2023-02-13,In-00210,Casey Davis,Chicles,1,0
2023-02-13,In-00268,Avery Rodriguez,Turrones,4,10
2023-02-13,In-00454,Riley Garcia,Turrones,8,20
2023-02-13,In-00486,Jamie Garcia,Frutas confitadas,16,35
2023-02-13,In-00505,Quinn Williams,Marshmallows,7,10
2023-02-13,In-00514,Casey Rodriguez,Marshmallows,10,15
2023-02-13,In-00551,Jordan Brown,Galletas,15,30
2023-02-13,In-00842,Alex Garcia,Caramelos,12,6
2023-02-13,In-00999,Riley Garcia,Paletas,13,10
2023-02-13,In-01660,Jordan Miller,Frutas confitadas,10,22
2023-02-14,In-00063,Jordan Garcia,Turrones,12,30
2023-02-14,In-00215,Jamie Williams,Turrones,5,12
2023-02-14,In-00290,Jamie Brown,Paletas,2,1
2023-02-14,In-00291,Morgan Jones,Gomitas,18,21
2023-02-14,In-00338,Jordan Rodriguez,Frutas confitadas,18,39
2023-02-14,In-00357,Morgan Miller,Chocolate,3,7
2023-02-14,In-00415,Sam Davis,Paletas,8,6
2023-02-14,In-00608,Casey Smith,Turrones,12,30
2023-02-14,In-00785,Avery Smith,Galletas,3,6
2023-02-14,In-00973,Avery Miller,Chicles,13,3
2023-02-14,In-01031,Taylor Williams,Turrones,2,5
2023-02-14,In-01065,Avery Miller,Caramelos,10,5
2023-02-14,In-01119,Avery Brown,Galletas,12,24
2023-02-14,In-01267,Alex Williams,Paletas,4,3
2023-02-14,In-01398,Jamie Rodriguez,Marshmallows,2,3
2023-02-14,In-01606,Quinn Miller,Marshmallows,12,18
2023-02-14,In-01632,Jordan Brown,Chicles,16,4
2023-02-14,In-01798,Riley Wilson,Gomitas,8,9
2023-02-15,In-00018,Jamie Johnson,Gomitas,11,13
2023-02-15,In-00043,Riley Johnson,Turrones,9,22
2023-02-15,In-00104,Riley Jones,Bombones,19,57
2023-02-15,In-00660,Casey Rodriguez,Turrones,8,20
2023-02-15,In-00818,Jamie Rodriguez,Marshmallows,14,21
2023-02-15,In-01159,Casey Garcia,Paletas,14,11
2023-02-15,In-01259,Alex Jones,Galletas,15,30
2023-02-15,In-01311,Casey Wilson,Chocolate,11,27
2023-02-15,In-01382,Casey Wilson,Frutas confitadas,6,13
2023-02-15,In-01643,Avery Jones,Paletas,9,7
2023-02-15,In-01650,Taylor Miller,Bombones,10,30
2023-02-15,In-01749,Morgan Jones,Frutas confitadas,9,19
2023-02-15,In-01932,Alex Davis,Caramelos,15,7
2023-02-16,In-00025,Avery Davis,Gomitas,14,16
2023-02-16,In-00033,Jordan Rodriguez,Chocolate,15,37
2023-02-16,In-00077,Jamie Wilson,Turrones,11,27
2023-02-16,In-00225,Riley Jones,Chicles,11,3
2023-02-16,In-00273,Quinn Davis,Frutas confitadas,19,41
2023-02-16,In-00660,Casey Miller,Gomitas,18,21
2023-02-16,In-00751,Morgan Garcia,Turrones,18,45
2023-02-16,In-00795,Morgan Wilson,Chicles,3,0
2023-02-16,In-01133,Jamie Brown,Chicles,7,2
2023-02-16,In-01309,Casey Brown,Galletas,6,12
2023-02-16,In-01366,Quinn Davis,Chocolate,5,12
2023-02-16,In-01571,Riley Miller,Chicles,7,2
2023-02-16,In-01730,Riley Wilson,Chocolate,2,5
2023-02-16,In-01973,Alex Miller,Turrones,3,7
2023-02-17,In-00252,Jordan Rodriguez,Gomitas,9,10
2023-02-17,In-00427,Quinn Smith,Bombones,11,33
2023-02-17,In-00467,Sam Garcia,Gomitas,9,10
2023-02-17,In-00723,Avery Jones,Gomitas,17,20
2023-02-17,In-01254,Alex Jones,Caramelos,1,0
2023-02-17,In-01293,Jordan Smith,Gomitas,6,7
2023-02-17,In-01805,Alex Williams,Marshmallows,19,28
2023-02-17,In-01880,Taylor Garcia,Caramelos,15,7
2023-02-18,In-00091,Casey Garcia,Bombones,1,3
2023-02-18,In-00362,Alex Rodriguez,Frutas confitadas,6,13
2023-02-18,In-00374,Casey Rodriguez,Paletas,3,2
2023-02-18,In-00668,Alex Rodriguez,Turrones,3,7
2023-02-18,In-00756,Jordan Smith,Marshmallows,17,25
2023-02-18,In-01316,Sam Miller,Paletas,5,4
2023-02-18,In-01472,Riley Wilson,Paletas,3,2
2023-02-18,In-01476,Morgan Smith,Chocolate,10,25
2023-02-18,In-01540,Morgan Brown,Gomitas,2,2
2023-02-18,In-01631,Riley Jones,Chocolate,14,35
2023-02-18,In-01722,Morgan Smith,Paletas,13,10
2023-02-18,In-01723,Avery Rodriguez,Galletas,13,26
2023-02-19,In-00528,Sam Davis,Marshmallows,15,22
2023-02-19,In-00539,Alex Smith,Marshmallows,8,12
2023-02-19,In-00549,Sam Jones,Marshmallows,14,21
2023-02-19,In-00655,Taylor Williams,Chicles,7,2
2023-02-19,In-00770,Quinn Miller,Marshmallows,4,6
2023-02-19,In-00934,Jordan Rodriguez,Gomitas,12,14
2023-02-19,In-00988,Morgan Brown,Galletas,15,30
2023-02-19,In-01014,Sam Smith,Caramelos,7,3
2023-02-19,In-01262,Sam Wilson,Frutas confitadas,4,8
2023-02-19,In-01406,Casey Garcia,Turrones,5,12
2023-02-19,In-01439,Taylor Smith,Paletas,3,2
2023-02-19,In-01858,Jamie Rodriguez,Frutas confitadas,16,35
2023-02-19,In-01977,Avery Garcia,Bombones,4,12
2023-02-20,In-00036,Taylor Williams,Gomitas,7,8
2023-02-20,In-00171,Riley Rodriguez,Bombones,12,36
2023-02-20,In-00217,Sam Davis,Caramelos,8,4
2023-02-20,In-00355,Quinn Miller,Marshmallows,5,7
2023-02-20,In-00421,Casey Rodriguez,Frutas confitadas,2,4
2023-02-20,In-00432,Casey Miller,Bombones,5,15
2023-02-20,In-00484,Morgan Brown,Frutas confitadas,17,37
2023-02-20,In-00656,Jamie Williams,Chicles,11,3
2023-02-20,In-00854,Jamie Jones,Turrones,5,12
2023-02-20,In-01008,Jamie Brown,Frutas confitadas,12,26
2023-02-20,In-01024,Riley Jones,Caramelos,1,0
2023-02-20,In-01085,Alex Rodriguez,Bombones,9,27
2023-02-20,In-01183,Morgan Wilson,Frutas confitadas,19,41
2023-02-20,In-01199,Riley Garcia,Turrones,15,37
2023-02-20,In-01228,Avery Rodriguez,Frutas confitadas,5,11
2023-02-20,In-01352,Avery Brown,Chicles,18,5
2023-02-20,In-01510,Casey Jones,Chicles,17,5
2023-02-20,In-01610,Riley Jones,Turrones,13,32
2023-02-20,In-01768,Taylor Jones,Gomitas,8,9
2023-02-20,In-01772,Alex Rodriguez,Paletas,16,12
2023-02-20,In-01775,Riley Williams,Marshmallows,5,7
2023-02-20,In-01779,Riley Wilson,Paletas,12,9
2023-02-20,In-01864,Morgan Garcia,Turrones,13,32
2023-02-20,In-01887,Jordan Williams,Gomitas,10,12
2023-02-20,In-01917,Riley Garcia,Turrones,15,37
2023-02-21,In-00190,Morgan Wilson,Galletas,12,24
2023-02-21,In-00428,Alex Williams,Chocolate,1,2
2023-02-21,In-00862,Morgan Rodriguez,Marshmallows,2,3
2023-02-21,In-01038,Morgan Miller,Frutas confitadas,13,28
2023-02-21,In-01301,Quinn Rodriguez,Paletas,4,3
2023-02-21,In-01350,Alex Wilson,Paletas,2,1
2023-02-21,In-01846,Riley Jones,Paletas,7,5
2023-02-21,In-01925,Riley Rodriguez,Turrones,19,47
2023-02-21,In-02000,Jordan Williams,Marshmallows,14,21
2023-02-22,In-00209,Jordan Wilson,Chocolate,3,7
2023-02-22,In-00418,Alex Johnson,Caramelos,7,3
2023-02-22,In-00603,Quinn Smith,Frutas confitadas,12,26
2023-02-22,In-01052,Taylor Jones,Caramelos,11,5
2023-02-22,In-01096,Sam Williams,Gomitas,3,3
2023-02-22,In-01187,Casey Brown,Caramelos,15,7
2023-02-22,In-01377,Riley Brown,Galletas,18,36
2023-02-22,In-01379,Quinn Rodriguez,Bombones,17,51
2023-02-22,In-01471,Avery Brown,Paletas,4,3
2023-02-22,In-01495,Avery Miller,Caramelos,13,6
2023-02-22,In-01621,Alex Rodriguez,Gomitas,19,22
2023-02-22,In-01651,Avery Garcia,Chicles,13,3
2023-02-22,In-01691,Casey Rodriguez,Galletas,15,30
2023-02-22,In-01783,Riley Brown,Paletas,10,8
2023-02-22,In-01907,Casey Brown,Chicles,9,2
2023-02-23,In-00185,Riley Wilson,Bombones,7,21
2023-02-23,In-00203,Morgan Brown,Chicles,12,3
2023-02-23,In-00425,Taylor Rodriguez,Frutas confitadas,5,11
2023-02-23,In-00892,Sam Brown,Marshmallows,16,24
2023-02-23,In-01006,Riley Brown,Marshmallows,18,27
2023-02-23,In-01222,Jamie Miller,Bombones,18,54
2023-02-23,In-01336,Sam Johnson,Chocolate,7,17
2023-02-23,In-01596,Sam Smith,Gomitas,14,16
2023-02-23,In-01615,Jamie Garcia,Galletas,2,4
2023-02-24,In-00007,Casey Miller,Paletas,19,15
2023-02-24,In-00448,Avery Wilson,Gomitas,19,22
2023-02-24,In-00492,Morgan Jones,Caramelos,14,7
2023-02-24,In-00675,Taylor Wilson,Frutas confitadas,7,15
2023-02-24,In-00683,Jamie Davis,Galletas,1,2
2023-02-24,In-00718,Taylor Rodriguez,Chicles,5,1
2023-02-24,In-00853,Quinn Williams,Caramelos,10,5
2023-02-24,In-00855,Riley Williams,Caramelos,3,1
2023-02-24,In-00971,Casey Brown,Galletas,9,18
2023-02-24,In-00999,Taylor Brown,Chicles,4,1
2023-02-24,In-01010,Jamie Rodriguez,Chicles,7,2
2023-02-24,In-01012,Casey Williams,Galletas,16,32
2023-02-24,In-01025,Quinn Davis,Turrones,18,45
2023-02-24,In-01122,Jordan Wilson,Gomitas,12,14
2023-02-24,In-01256,Quinn Rodriguez,Marshmallows,3,4
2023-02-24,In-01603,Quinn Miller,Bombones,10,30
2023-02-24,In-01637,Alex Wilson,Gomitas,1,1
2023-02-24,In-01697,Sam Williams,Caramelos,2,1
2023-02-24,In-01707,Jamie Miller,Bombones,9,27
2023-02-25,In-00300,Alex Smith,Chocolate,15,37
2023-02-25,In-00381,Alex Johnson,Frutas confitadas,19,41
2023-02-25,In-00530,Quinn Brown,Chicles,16,4
2023-02-25,In-00567,Alex Johnson,Marshmallows,10,15
2023-02-25,In-00642,Jamie Jones,Paletas,17,13
2023-02-25,In-00651,Alex Williams,Galletas,1,2
2023-02-25,In-00745,Jordan Miller,Bombones,1,3
2023-02-25,In-00802,Jamie Miller,Paletas,11,8
2023-02-25,In-00932,Taylor Miller,Chicles,11,3
2023-02-25,In-01043,Quinn Williams,Gomitas,1,1
2023-02-25,In-01570,Riley Smith,Caramelos,17,8
2023-02-26,In-00026,Quinn Johnson,Marshmallows,15,22
2023-02-26,In-00108,Taylor Smith,Caramelos,2,1
2023-02-26,In-00166,Jamie Wilson,Marshmallows,17,25
2023-02-26,In-00320,Sam Rodriguez,Marshmallows,14,21
2023-02-26,In-00424,Avery Jones,Gomitas,19,22
2023-02-26,In-00569,Riley Williams,Galletas,9,18
2023-02-26,In-00582,Morgan Wilson,Frutas confitadas,4,8
2023-02-26,In-00621,Taylor Rodriguez,Chocolate,10,25
2023-02-26,In-00792,Jamie Garcia,Turrones,8,20
2023-02-26,In-01022,Jamie Smith,Paletas,10,8
2023-02-26,In-01056,Morgan Jones,Marshmallows,14,21
2023-02-26,In-01337,Riley Brown,Gomitas,5,6
2023-02-26,In-01826,Casey Williams,Marshmallows,2,3
2023-02-26,In-01853,Jordan Miller,Galletas,15,30
2023-02-27,In-00242,Jordan Garcia,Turrones,12,30
2023-02-27,In-00438,Sam Davis,Chocolate,3,7
2023-02-27,In-00439,Avery Miller,Chocolate,7,17
2023-02-27,In-00646,Quinn Williams,Marshmallows,8,12
2023-02-27,In-00829,Jordan Wilson,Gomitas,1,1
2023-02-27,In-01045,Avery Brown,Marshmallows,8,12
2023-02-27,In-01202,Taylor Williams,Paletas,2,1
2023-02-27,In-01281,Quinn Williams,Chicles,3,0
2023-02-27,In-01487,Morgan Davis,Bombones,15,45
2023-02-27,In-01579,Riley Johnson,Chocolate,8,20
2023-02-27,In-01632,Morgan Miller,Turrones,7,17
2023-02-27,In-01697,Sam Davis,Chicles,1,0
2023-02-27,In-01744,Alex Garcia,Paletas,11,8
2023-02-27,In-01933,Riley Rodriguez,Caramelos,4,2
2023-02-28,In-00235,Avery Miller,Bombones,3,9
2023-02-28,In-00487,Quinn Johnson,Gomitas,15,18
2023-02-28,In-00544,Riley Smith,Chicles,4,1
2023-02-28,In-00648,Taylor Rodriguez,Marshmallows,4,6
2023-02-28,In-00818,Taylor Garcia,Frutas confitadas,8,17
2023-02-28,In-00929,Morgan Rodriguez,Paletas,10,8
2023-02-28,In-01026,Avery Brown,Paletas,9,7
2023-02-28,In-01166,Jamie Brown,Chocolate,5,12
2023-02-28,In-01333,Avery Rodriguez,Caramelos,15,7
2023-02-28,In-01341,Jamie Johnson,Gomitas,16,19
2023-02-28,In-01749,Avery Smith,Galletas,10,20
2023-03-01,In-00064,Sam Miller,Bombones,13,39
2023-03-01,In-00169,Jamie Rodriguez,Galletas,12,24
2023-03-01,In-00519,Jordan Brown,Bombones,16,48
2023-03-01,In-00526,Alex Johnson,Chicles,10,3
2023-03-01,In-01026,Riley Johnson,Galletas,18,36
2023-03-01,In-01081,Morgan Brown,Galletas,9,18
2023-03-01,In-01214,Alex Garcia,Gomitas,8,9
2023-03-01,In-01243,Taylor Smith,Marshmallows,4,6
2023-03-01,In-01743,Jamie Davis,Bombones,8,24
2023-03-01,In-01765,Alex Smith,Frutas confitadas,2,4
2023-03-01,In-01962,Morgan Jones,Marshmallows,4,6
2023-03-02,In-00550,Alex Garcia,Caramelos,13,6
2023-03-02,In-00558,Quinn Johnson,Frutas confitadas,1,2
2023-03-02,In-00617,Taylor Jones,Gomitas,13,15
2023-03-02,In-00838,Sam Williams,Paletas,16,12
2023-03-02,In-00870,Morgan Davis,Bombones,13,39
2023-03-02,In-00987,Jordan Jones,Paletas,9,7
2023-03-02,In-01008,Jamie Johnson,Turrones,8,20
2023-03-02,In-01102,Casey Williams,Bombones,4,12
2023-03-02,In-01157,Alex Davis,Galletas,17,34
2023-03-02,In-01290,Jamie Rodriguez,Frutas confitadas,3,6
2023-03-02,In-01411,Taylor Smith,Chocolate,17,42
2023-03-02,In-01781,Alex Williams,Paletas,8,6
2023-03-02,In-01926,Sam Miller,Chocolate,5,12
2023-03-02,In-01945,Sam Johnson,Frutas confitadas,17,37
2023-03-03,In-00071,Sam Johnson,Marshmallows,15,22
2023-03-03,In-00304,Riley Johnson,Caramelos,13,6
2023-03-03,In-00446,Riley Brown,Chocolate,17,42
2023-03-03,In-00521,Morgan Williams,Paletas,7,5
2023-03-03,In-00544,Jamie Rodriguez,Bombones,8,24
2023-03-03,In-00634,Riley Wilson,Frutas confitadas,3,6
2023-03-03,In-00828,Alex Brown,Gomitas,5,6
2023-03-03,In-00855,Jamie Garcia,Chicles,4,1
2023-03-03,In-01002,Sam Johnson,Paletas,3,2
2023-03-03,In-01015,Avery Wilson,Caramelos,3,1
2023-03-03,In-01175,Jordan Miller,Caramelos,14,7
2023-03-03,In-01200,Alex Williams,Marshmallows,7,10
2023-03-03,In-01248,Quinn Wilson,Bombones,8,24
2023-03-03,In-01555,Casey Williams,Gomitas,14,16
2023-03-03,In-01702,Alex Johnson,Galletas,15,30
2023-03-03,In-01952,Casey Rodriguez,Galletas,14,28
2023-03-04,In-00259,Jordan Garcia,Chocolate,6,15
2023-03-04,In-00455,Jamie Garcia,Bombones,9,27
2023-03-04,In-00484,Taylor Rodriguez,Turrones,19,47
2023-03-04,In-00502,Morgan Wilson,Turrones,8,20
2023-03-04,In-00984,Jordan Garcia,Bombones,1,3
2023-03-04,In-01153,Alex Miller,Marshmallows,14,21
2023-03-04,In-01157,Riley Williams,Marshmallows,16,24
2023-03-04,In-01347,Avery Davis,Marshmallows,13,19
2023-03-04,In-01417,Riley Brown,Chicles,14,4
2023-03-04,In-01491,Taylor Garcia,Marshmallows,1,1
2023-03-04,In-01506,Riley Garcia,Paletas,1,0
2023-03-04,In-01541,Alex Rodriguez,Galletas,14,28
2023-03-04,In-01592,Jamie Johnson,Galletas,18,36
2023-03-04,In-01683,Casey Smith,Chicles,6,1
2023-03-04,In-01940,Taylor Williams,Chocolate,6,15
2023-03-05,In-00137,Quinn Jones,Chocolate,7,17
2023-03-05,In-00221,Quinn Williams,Paletas,6,4
2023-03-05,In-00426,Taylor Brown,Caramelos,13,6
2023-03-05,In-00434,Quinn Garcia,Chicles,9,2
2023-03-05,In-00597,Riley Smith,Galletas,11,22
2023-03-05,In-00802,Jamie Miller,Paletas,10,8
2023-03-05,In-00920,Avery Garcia,Bombones,5,15
2023-03-05,In-00997,Morgan Miller,Paletas,4,3
2023-03-05,In-01069,Riley Miller,Chicles,9,2
2023-03-05,In-01079,Alex Wilson,Marshmallows,12,18
2023-03-05,In-01099,Taylor Rodriguez,Chicles,17,5
2023-03-05,In-01220,Jamie Jones,Gomitas,13,15
2023-03-05,In-01641,Avery Williams,Turrones,6,15
2023-03-05,In-01806,Avery Wilson,Caramelos,16,8
2023-03-05,In-01880,Avery Garcia,Caramelos,19,9
2023-03-06,In-00226,Casey Smith,Frutas confitadas,3,6
2023-03-06,In-00261,Quinn Davis,Chicles,15,4
2023-03-06,In-00282,Sam Brown,Marshmallows,8,12
2023-03-06,In-00299,Morgan Wilson,Gomitas,11,13
2023-03-06,In-00335,Jamie Williams,Turrones,10,25
2023-03-06,In-00361,Sam Williams,Caramelos,15,7
2023-03-06,In-00408,Jordan Davis,Marshmallows,4,6
2023-03-06,In-00520,Riley Williams,Chocolate,12,30
2023-03-06,In-00869,Alex Johnson,Chocolate,10,25
2023-03-06,In-00886,Morgan Miller,Marshmallows,8,12
2023-03-06,In-00933,Quinn Miller,Chocolate,3,7
2023-03-06,In-01345,Jordan Garcia,Turrones,14,35
2023-03-06,In-01381,Riley Brown,Chocolate,19,47
2023-03-06,In-01413,Sam Brown,Gomitas,4,4
2023-03-06,In-01787,Riley Davis,Caramelos,3,1
2023-03-07,In-00068,Jamie Garcia,Gomitas,10,12
2023-03-07,In-00117,Riley Garcia,Galletas,2,4
2023-03-07,In-00125,Casey Davis,Paletas,10,8
2023-03-07,In-00229,Jamie Johnson,Turrones,19,47
2023-03-07,In-00249,Quinn Wilson,Frutas confitadas,18,39
2023-03-07,In-00434,Jordan Miller,Turrones,19,47
2023-03-07,In-00441,Quinn Williams,Marshmallows,17,25
2023-03-07,In-00619,Sam Miller,Paletas,19,15
2023-03-07,In-00735,Morgan Smith,Chicles,10,3
2023-03-07,In-00789,Morgan Jones,Galletas,3,6
2023-03-07,In-00877,Avery Rodriguez,Frutas confitadas,19,41
2023-03-07,In-01039,Jamie Williams,Frutas confitadas,14,30
2023-03-07,In-01129,Morgan Johnson,Frutas confitadas,13,28
